timestamp,cpu_percent,memory_usage_mb,memory_percent,response_time_ms,status
2025-05-10 19:16:15,0.03,23.4,9.14,20,healthy
2025-05-10 19:16:21,0.04,23.49,9.18,79,healthy
2025-05-10 19:16:26,0.03,23.4,9.14,18,healthy
2025-05-10 19:16:32,0.03,23.49,9.18,18,healthy
2025-05-10 19:16:36,0.00,11,100.00,17,healthy
2025-05-10 19:16:42,5.92,23.72,9.27,20,healthy
2025-05-10 19:16:48,30.97,164.9,64.41,117,healthy
2025-05-10 19:16:53,0.03,23.4,9.14,15,healthy
2025-05-10 19:17:00,15.32,85.32,33.33,286,healthy
2025-05-10 19:17:05,0.02,23.4,9.14,17,healthy
2025-05-10 19:17:11,0.23,24.24,9.47,24,healthy
2025-05-10 19:17:17,1.25,33.52,13.09,14,healthy
2025-05-10 19:17:23,0.03,33.56,13.11,21,healthy
2025-05-10 19:17:30,50.24,255.5,99.80,1053,healthy
2025-05-10 19:17:35,5.85,23.73,9.27,15,healthy
2025-05-10 19:17:41,49.91,250.5,97.85,124,healthy
2025-05-10 19:17:47,0.03,23.85,9.32,9,healthy
2025-05-10 19:17:53,30.37,160.4,62.66,122,healthy
2025-05-10 19:17:59,0.02,23.4,9.14,17,healthy
2025-05-10 19:18:05,39.20,241.4,94.30,204,healthy
2025-05-10 19:18:11,0.03,23.41,9.14,17,healthy
2025-05-10 19:18:17,5.54,23.97,9.36,124,healthy
2025-05-10 19:18:22,0.00,23.45,9.16,17,healthy
2025-05-10 19:18:29,0.02,23.49,9.18,18,healthy
2025-05-10 19:18:34,0.00,11,100.00,29,healthy
2025-05-10 19:18:41,0.03,23.4,9.14,14,healthy
2025-05-10 19:18:46,0.03,23.5,9.18,19,healthy
2025-05-10 19:18:52,1.46,33.73,13.18,118,healthy
2025-05-10 19:18:58,0.03,23.4,9.14,16,healthy
2025-05-10 19:19:03,0.02,23.49,9.18,18,healthy
2025-05-10 19:19:10,1.45,38.51,15.04,17,healthy
2025-05-10 19:19:15,0.03,43.64,17.05,14,healthy
2025-05-10 19:19:21,27.71,195.4,76.33,125,healthy
2025-05-10 19:19:27,0.03,23.41,9.14,33,healthy
2025-05-10 19:19:33,4.05,33.98,13.27,17,healthy
2025-05-10 19:19:40,0.03,23.44,9.16,20,healthy
2025-05-10 19:19:45,0.03,23.51,9.18,17,healthy
2025-05-10 19:19:51,0.00,23.31,9.11,17,healthy
2025-05-10 19:19:57,0.02,23.48,9.17,28,healthy
2025-05-10 19:20:03,50.47,256,100.00,6,unhealthy
2025-05-10 19:20:08,0.02,23.58,9.21,17,healthy
2025-05-10 19:20:14,5.64,24.15,9.43,16,healthy
2025-05-10 19:20:18,0.00,11,100.00,16,healthy
2025-05-10 19:20:24,3.68,23.74,9.27,17,healthy
2025-05-10 19:20:30,49.93,255.9,99.96,3,unhealthy
2025-05-10 19:20:36,0.03,23.61,9.22,16,healthy
2025-05-10 19:20:41,5.37,23.7,9.26,19,healthy
2025-05-10 19:20:48,50.67,255.8,99.92,1040,healthy
2025-05-10 19:20:54,5.86,23.48,9.17,17,healthy
2025-05-10 19:21:00,51.19,255.3,99.73,14,healthy
2025-05-10 19:21:05,5.87,23.5,9.18,16,healthy
2025-05-10 19:21:11,50.18,255.8,99.92,75,unhealthy
2025-05-10 19:21:17,0.00,23.51,9.18,14,healthy
2025-05-10 19:21:22,5.77,23.48,9.17,15,healthy
2025-05-10 19:21:29,54.92,255.8,99.92,163,healthy
2025-05-10 19:21:34,0.02,23.41,9.14,17,healthy
2025-05-10 19:21:41,9.41,26.15,10.21,43,healthy
2025-05-10 19:21:46,0.03,23.41,9.14,13,healthy
2025-05-10 19:21:52,0.03,25.55,9.98,16,healthy
2025-05-10 19:21:57,0.03,23.39,9.14,19,healthy
2025-05-10 19:22:03,0.03,25.43,9.93,14,healthy
2025-05-10 19:22:10,0.00,23.3,9.10,16,healthy
2025-05-10 19:22:15,0.04,23.4,9.14,16,healthy
2025-05-10 19:22:21,0.03,25.43,9.93,18,healthy
2025-05-10 19:22:27,44.73,249.7,97.54,69,healthy
2025-05-10 19:22:33,0.00,23.27,9.09,18,healthy
2025-05-10 19:22:40,0.02,23.49,9.18,17,healthy
2025-05-10 19:22:45,0.00,23.43,9.15,54,healthy
2025-05-10 19:22:51,0.03,23.4,9.14,21,healthy
2025-05-10 19:22:57,0.02,23.49,9.18,17,healthy
2025-05-10 19:23:01,0.00,11,100.00,20,healthy
2025-05-10 19:23:07,5.23,23.48,9.17,33,healthy
2025-05-10 19:23:13,49.52,255.9,99.96,88,unhealthy
2025-05-10 19:23:18,0.02,23.4,9.14,18,healthy
2025-05-10 19:23:24,38.18,158.2,61.80,199,healthy
2025-05-10 19:23:30,0.03,38.75,15.14,16,healthy
2025-05-10 19:23:36,0.04,40.75,15.92,18,healthy
2025-05-10 19:23:41,50.29,252.1,98.48,8,unhealthy
2025-05-10 19:23:47,0.03,23.4,9.14,30,healthy
2025-05-10 19:23:53,0.02,25.43,9.93,20,healthy
2025-05-10 19:23:58,0.00,28.39,11.09,18,healthy
2025-05-10 19:24:04,0.00,23.36,9.12,18,healthy
2025-05-10 19:24:10,0.02,23.98,9.37,18,healthy
2025-05-10 19:24:15,49.84,256,100.00,4,unhealthy
2025-05-10 19:24:21,5.46,23.46,9.16,17,healthy
2025-05-10 19:24:27,51.47,237.1,92.62,92,healthy
2025-05-10 19:24:33,0.00,23.3,9.10,18,healthy
2025-05-10 19:24:39,6.13,23.73,9.27,18,healthy
2025-05-10 19:24:44,50.24,256,100.00,6,unhealthy
2025-05-10 19:24:51,5.13,23.46,9.16,15,healthy
2025-05-10 19:24:56,49.64,255.7,99.88,34,unhealthy
2025-05-10 19:25:02,0.00,5.309,2.07,18,healthy
2025-05-10 19:25:08,6.18,23.48,9.17,27,healthy
2025-05-10 19:25:13,50.51,256,100.00,187,unhealthy
2025-05-10 19:25:20,6.04,23.7,9.26,16,healthy
2025-05-10 19:25:25,25.42,85.08,33.23,51,healthy
2025-05-10 19:25:32,0.88,38.66,15.10,17,healthy
2025-05-10 19:25:37,0.03,38.7,15.12,13,healthy
2025-05-10 19:25:43,50.12,255.8,99.92,15,healthy
2025-05-10 19:25:48,0.03,23.4,9.14,19,healthy
2025-05-10 19:25:54,3.08,34.84,13.61,29,healthy
2025-05-10 19:26:00,0.04,23.41,9.14,18,healthy
2025-05-10 19:26:05,0.03,23.49,9.18,18,healthy
2025-05-10 19:26:11,0.02,23.41,9.14,13,healthy
2025-05-10 19:26:17,0.02,23.49,9.18,26,healthy
2025-05-10 19:26:23,0.02,23.3,9.10,14,healthy
2025-05-10 19:26:29,0.02,23.49,9.18,7,healthy
2025-05-10 19:26:34,0.00,23.31,9.11,18,healthy
2025-05-10 19:26:41,0.03,38.57,15.07,18,healthy
2025-05-10 19:26:46,0.02,38.59,15.07,19,healthy
2025-05-10 19:26:52,0.03,23.4,9.14,17,healthy
2025-05-10 19:26:58,0.03,23.49,9.18,12,healthy
2025-05-10 19:27:03,0.00,23.68,9.25,25,healthy
2025-05-10 19:27:09,0.03,23.39,9.14,15,healthy
2025-05-10 19:27:14,0.03,23.48,9.17,16,healthy
2025-05-10 19:27:20,0.00,11,100.00,16,healthy
2025-05-10 19:27:25,0.03,23.4,9.14,20,healthy
2025-05-10 19:27:31,0.02,23.48,9.17,20,healthy
2025-05-10 19:27:37,0.03,23.39,9.14,26,healthy
2025-05-10 19:27:43,0.03,23.49,9.18,18,healthy
2025-05-10 19:27:48,0.00,23.3,9.10,18,healthy
2025-05-10 19:27:54,0.02,23.73,9.27,20,healthy
2025-05-10 19:28:00,0.00,11,100.00,20,healthy
2025-05-10 19:28:06,6.28,23.74,9.27,17,healthy
2025-05-10 19:28:12,49.81,255.9,99.96,4,unhealthy
2025-05-10 19:28:17,0.02,23.4,9.14,14,healthy
2025-05-10 19:28:23,35.55,186.3,72.77,205,healthy
2025-05-10 19:28:29,0.03,23.4,9.14,7,healthy
2025-05-10 19:28:35,0.08,23.98,9.37,140,healthy
2025-05-10 19:28:41,0.05,23.41,9.14,21,healthy
2025-05-10 19:28:47,0.03,23.49,9.18,17,healthy
2025-05-10 19:28:52,25.81,144.5,56.45,139,healthy
2025-05-10 19:28:58,0.02,23.4,9.14,28,healthy
2025-05-10 19:29:04,0.02,25.5,9.96,8,healthy
2025-05-10 19:29:10,0.02,23.39,9.14,18,healthy
2025-05-10 19:29:16,0.04,23.48,9.17,20,healthy
2025-05-10 19:29:22,0.00,11,100.00,15,healthy
2025-05-10 19:29:28,0.04,23.41,9.14,21,healthy
2025-05-10 19:29:34,0.07,25.43,9.93,18,healthy
2025-05-10 19:29:40,0.04,23.41,9.14,17,healthy
2025-05-10 19:29:46,0.02,23.58,9.21,16,healthy
2025-05-10 19:29:52,50.19,256,100.00,52,unhealthy
2025-05-10 19:29:57,0.03,23.41,9.14,14,healthy
2025-05-10 19:30:03,40.34,235.5,91.99,135,healthy
2025-05-10 19:30:09,3.76,33.6,13.12,10,healthy
2025-05-10 19:30:14,0.03,33.67,13.15,71,healthy
2025-05-10 19:30:21,50.05,255.8,99.92,144,healthy
2025-05-10 19:30:27,0.00,23.52,9.19,33,healthy
2025-05-10 19:30:33,0.02,23.49,9.18,19,healthy
2025-05-10 19:30:39,0.00,11,100.00,17,healthy
2025-05-10 19:30:44,6.86,33.8,13.20,18,healthy
2025-05-10 19:30:51,0.03,33.57,13.11,20,healthy
2025-05-10 19:30:55,0.00,11,100.00,18,healthy
2025-05-10 19:31:01,5.96,33.65,13.14,19,healthy
2025-05-10 19:31:07,0.02,33.66,13.15,19,healthy
2025-05-10 19:31:12,0.03,23.39,9.14,18,healthy
2025-05-10 19:31:18,0.03,23.48,9.17,17,healthy
2025-05-10 19:31:24,0.00,5.832,2.28,17,healthy
2025-05-10 19:31:30,0.03,23.49,9.18,17,healthy
2025-05-10 19:31:36,0.00,3.426,1.34,14,healthy
2025-05-10 19:31:42,6.33,23.49,9.18,17,healthy
2025-05-10 19:31:48,8.14,34.36,13.42,9,healthy
2025-05-10 19:31:52,0.00,11,100.00,20,healthy
2025-05-10 19:31:58,5.36,23.5,9.18,14,healthy
2025-05-10 19:32:03,50.48,256,100.00,197,unhealthy
2025-05-10 19:32:10,5.70,28.57,11.16,17,healthy
2025-05-10 19:32:16,0.11,28.82,11.26,17,healthy
2025-05-10 19:32:20,0.00,11,100.00,16,healthy
2025-05-10 19:32:26,5.76,23.74,9.27,18,healthy
2025-05-10 19:32:32,49.61,255.9,99.96,201,healthy
2025-05-10 19:32:38,0.03,23.4,9.14,51,healthy
2025-05-10 19:32:43,7.16,48.82,19.07,98,healthy
2025-05-10 19:32:49,0.70,33.71,13.17,19,healthy
2025-05-10 19:32:55,0.03,33.74,13.18,17,healthy
2025-05-10 19:33:01,0.00,23.32,9.11,11,healthy
2025-05-10 19:33:08,0.03,23.4,9.14,22,healthy
2025-05-10 19:33:14,0.02,23.49,9.18,18,healthy
2025-05-10 19:33:19,0.00,11,100.00,19,healthy
2025-05-10 19:33:24,6.14,23.48,9.17,16,healthy
2025-05-10 19:33:31,50.27,234.1,91.45,7,healthy
2025-05-10 19:33:37,6.44,23.75,9.28,18,healthy
2025-05-10 19:33:42,43.86,220.1,85.98,62,healthy
2025-05-10 19:33:48,0.03,38.61,15.08,14,healthy
2025-05-10 19:33:54,0.02,38.66,15.10,17,healthy
2025-05-10 19:34:00,0.00,23.31,9.11,18,healthy
2025-05-10 19:34:06,5.93,23.49,9.18,18,healthy
2025-05-10 19:34:12,50.26,256,100.00,7,unhealthy
2025-05-10 19:34:17,0.05,23.41,9.14,18,healthy
2025-05-10 19:34:23,0.03,23.49,9.18,21,healthy
2025-05-10 19:34:29,15.46,104.4,40.78,65,healthy
2025-05-10 19:34:35,0.02,23.4,9.14,17,healthy
2025-05-10 19:34:41,17.29,101.4,39.61,69,healthy
2025-05-10 19:34:47,0.03,23.4,9.14,20,healthy
2025-05-10 19:34:52,0.03,23.5,9.18,16,healthy
2025-05-10 19:34:58,0.02,23.41,9.14,15,healthy
2025-05-10 19:35:04,0.02,23.49,9.18,18,healthy
2025-05-10 19:35:11,50.55,256,100.00,1048,healthy
2025-05-10 19:35:17,5.51,23.48,9.17,21,healthy
2025-05-10 19:35:22,50.63,255.7,99.88,5,unhealthy
2025-05-10 19:35:28,6.45,24.01,9.38,16,healthy
2025-05-10 19:35:34,5.64,23.8,9.30,17,healthy
2025-05-10 19:35:40,30.12,200.8,78.44,186,healthy
2025-05-10 19:35:46,0.02,23.41,9.14,18,healthy
2025-05-10 19:35:52,8.16,58.77,22.96,96,healthy
2025-05-10 19:35:58,0.03,23.41,9.14,29,healthy
2025-05-10 19:36:03,0.03,23.49,9.18,16,healthy
2025-05-10 19:36:09,0.02,23.4,9.14,15,healthy
2025-05-10 19:36:15,0.03,23.48,9.17,21,healthy
2025-05-10 19:36:21,0.04,23.4,9.14,18,healthy
2025-05-10 19:36:27,0.03,23.49,9.18,14,healthy
2025-05-10 19:36:33,1.70,23.49,9.18,18,healthy
2025-05-10 19:36:39,0.00,23.64,9.23,16,healthy
2025-05-10 19:36:44,5.91,23.48,9.17,16,healthy
2025-05-10 19:36:50,50.86,255.1,99.65,45,unhealthy
2025-05-10 19:36:56,0.13,23.4,9.14,19,healthy
2025-05-10 19:37:02,48.82,231.3,90.35,114,healthy
2025-05-10 19:37:08,0.03,23.4,9.14,13,healthy
2025-05-10 19:37:13,5.17,23.98,9.37,8,healthy
2025-05-10 19:37:19,0.03,23.41,9.14,17,healthy
2025-05-10 19:37:24,0.04,23.5,9.18,20,healthy
2025-05-10 19:37:30,0.03,23.3,9.10,16,healthy
2025-05-10 19:37:36,0.05,23.5,9.18,11,healthy
2025-05-10 19:37:42,51.29,255.5,99.80,7,healthy
2025-05-10 19:37:47,6.30,33.52,13.09,28,healthy
2025-05-10 19:37:53,5.42,34.04,13.30,16,healthy
2025-05-10 19:37:59,0.02,23.31,9.11,19,healthy
2025-05-10 19:38:04,0.06,23.48,9.17,13,healthy
2025-05-10 19:38:10,0.00,29.2,11.41,17,healthy
2025-05-10 19:38:16,0.03,33.93,13.25,18,healthy
2025-05-10 19:38:22,0.02,33.71,13.17,16,healthy
2025-05-10 19:38:28,0.02,23.41,9.14,15,healthy
2025-05-10 19:38:34,0.03,25.44,9.94,18,healthy
2025-05-10 19:38:40,2.20,23.74,9.27,14,healthy
2025-05-10 19:38:46,0.04,23.4,9.14,15,healthy
2025-05-10 19:38:52,0.03,23.48,9.17,16,healthy
2025-05-10 19:38:57,1.71,33.95,13.26,11,healthy
2025-05-10 19:39:03,0.03,38.57,15.07,17,healthy
2025-05-10 19:39:09,0.02,38.6,15.08,18,healthy
2025-05-10 19:39:14,0.00,23.49,9.18,15,healthy
2025-05-10 19:39:20,0.03,23.4,9.14,18,healthy
2025-05-10 19:39:26,0.02,25.42,9.93,16,healthy
2025-05-10 19:39:32,0.03,23.41,9.14,17,healthy
2025-05-10 19:39:38,0.03,25.43,9.93,13,healthy
2025-05-10 19:39:42,0.00,11,100.00,13,healthy
2025-05-10 19:39:47,0.00,23.3,9.10,12,healthy
2025-05-10 19:39:53,0.02,23.49,9.18,12,healthy
2025-05-10 19:39:59,40.32,209.4,81.80,65,healthy
2025-05-10 19:40:04,0.03,23.41,9.14,19,healthy
2025-05-10 19:40:10,21.08,155.2,60.62,76,healthy
2025-05-10 19:40:16,0.04,23.4,9.14,18,healthy
2025-05-10 19:40:22,0.02,23.49,9.18,52,healthy
2025-05-10 19:40:28,0.00,23.45,9.16,16,healthy
2025-05-10 19:40:34,0.02,23.48,9.17,17,healthy
2025-05-10 19:40:40,0.00,15.36,6.00,14,healthy
2025-05-10 19:40:46,5.95,25.42,9.93,17,healthy
2025-05-10 19:40:52,49.84,256,100.00,3,unhealthy
2025-05-10 19:40:58,0.03,38.52,15.05,15,healthy
2025-05-10 19:41:03,5.43,38.61,15.08,17,healthy
2025-05-10 19:41:09,32.82,231.1,90.27,239,healthy
2025-05-10 19:41:15,0.02,23.41,9.14,18,healthy
2025-05-10 19:41:21,50.27,235.2,91.88,81,healthy
2025-05-10 19:41:27,0.04,23.39,9.14,18,healthy
2025-05-10 19:41:33,11.55,76.45,29.86,18,healthy
2025-05-10 19:41:39,50.11,255.3,99.73,139,healthy
2025-05-10 19:41:44,0.03,23.4,9.14,17,healthy
2025-05-10 19:41:50,39.72,187,73.05,62,healthy
2025-05-10 19:41:56,0.00,11,100.00,19,healthy
2025-05-10 19:42:02,5.48,23.49,9.18,21,healthy
2025-05-10 19:42:08,50.15,255,99.61,7,unhealthy
2025-05-10 19:42:13,0.05,23.4,9.14,19,healthy
2025-05-10 19:42:19,0.02,23.49,9.18,18,healthy
2025-05-10 19:42:25,0.00,24.12,9.42,16,healthy
2025-05-10 19:42:30,0.03,23.41,9.14,9,healthy
2025-05-10 19:42:36,0.03,23.49,9.18,205,healthy
2025-05-10 19:42:40,0.03,23.39,9.14,18,healthy
2025-05-10 19:42:46,0.02,23.48,9.17,16,healthy
2025-05-10 19:42:52,0.00,23.46,9.16,27,healthy
2025-05-10 19:42:58,0.03,23.48,9.17,14,healthy
2025-05-10 19:43:04,54.20,233.7,91.29,80,healthy
2025-05-10 19:43:09,0.00,23.56,9.20,17,healthy
2025-05-10 19:43:15,0.03,23.49,9.18,18,healthy
2025-05-10 19:43:21,0.00,23.31,9.11,20,healthy
2025-05-10 19:43:27,0.02,23.5,9.18,18,healthy
2025-05-10 19:43:33,0.00,23.51,9.18,21,healthy
2025-05-10 19:43:39,5.68,23.49,9.18,17,healthy
2025-05-10 19:43:44,48.28,255.3,99.73,75,unhealthy
2025-05-10 19:43:50,6.09,23.46,9.16,17,healthy
2025-05-10 19:43:56,50.00,255.4,99.77,150,healthy
2025-05-10 19:44:02,0.03,23.41,9.14,17,healthy
2025-05-10 19:44:08,7.47,24.28,9.48,12,healthy
2025-05-10 19:44:13,4.70,24.06,9.40,16,healthy
2025-05-10 19:44:19,0.02,23.86,9.32,14,healthy
2025-05-10 19:44:25,7.29,24.26,9.48,16,healthy
2025-05-10 19:44:30,1.41,33.8,13.20,11,healthy
2025-05-10 19:44:36,0.04,33.63,13.14,10,healthy
2025-05-10 19:44:43,50.11,255.8,99.92,1069,healthy
2025-05-10 19:44:49,0.00,23.52,9.19,21,healthy
2025-05-10 19:44:54,0.03,23.5,9.18,17,healthy
2025-05-10 19:45:00,50.19,255.6,99.84,4,unhealthy
2025-05-10 19:45:06,0.05,23.56,9.20,20,healthy
2025-05-10 19:45:12,0.07,23.5,9.18,22,healthy
2025-05-10 19:45:18,0.05,23.3,9.10,15,healthy
2025-05-10 19:45:23,0.02,23.49,9.18,16,healthy
2025-05-10 19:45:29,0.00,23.31,9.11,15,healthy
2025-05-10 19:45:35,6.22,23.48,9.17,14,healthy
2025-05-10 19:45:41,9.27,59.26,23.15,103,healthy
2025-05-10 19:45:46,0.05,23.79,9.29,19,healthy
2025-05-10 19:45:52,0.03,23.87,9.32,33,healthy
2025-05-10 19:45:58,0.04,23.41,9.14,14,healthy
2025-05-10 19:46:04,0.03,23.49,9.18,24,healthy
2025-05-10 19:46:09,0.07,23.39,9.14,16,healthy
2025-05-10 19:46:15,0.02,23.48,9.17,16,healthy
2025-05-10 19:46:21,0.03,23.39,9.14,17,healthy
2025-05-10 19:46:27,0.02,23.48,9.17,20,healthy
2025-05-10 19:46:33,0.00,23.46,9.16,17,healthy
2025-05-10 19:46:39,0.02,23.48,9.17,18,healthy
2025-05-10 19:46:44,50.41,255.7,99.88,8,healthy
2025-05-10 19:46:50,0.03,23.4,9.14,17,healthy
2025-05-10 19:46:56,0.02,23.48,9.17,17,healthy
2025-05-10 19:47:02,0.04,23.41,9.14,17,healthy
2025-05-10 19:47:08,0.02,23.49,9.18,28,healthy
2025-05-10 19:47:13,0.09,23.3,9.10,19,healthy
2025-05-10 19:47:19,0.02,23.48,9.17,18,healthy
2025-05-10 19:47:25,0.00,23.46,9.16,14,healthy
2025-05-10 19:47:31,0.03,23.41,9.14,17,healthy
2025-05-10 19:47:36,0.02,23.49,9.18,19,healthy
2025-05-10 19:47:41,0.00,11,100.00,16,healthy
2025-05-10 19:47:47,0.02,23.41,9.14,18,healthy
2025-05-10 19:47:52,0.03,23.49,9.18,18,healthy
2025-05-10 19:47:58,3.97,23.6,9.22,9,healthy
2025-05-10 19:48:03,0.02,33.56,13.11,17,healthy
2025-05-10 19:48:09,0.04,33.59,13.12,16,healthy
2025-05-10 19:48:15,0.02,23.4,9.14,17,healthy
2025-05-10 19:48:22,0.03,23.49,9.18,15,healthy
2025-05-10 19:48:27,1.00,23.89,9.33,17,healthy
2025-05-10 19:48:33,0.03,23.52,9.19,17,healthy
2025-05-10 19:48:39,6.19,34.69,13.55,14,healthy
2025-05-10 19:48:44,0.03,23.52,9.19,14,healthy
2025-05-10 19:48:51,0.02,23.5,9.18,21,healthy
2025-05-10 19:48:56,0.00,23.3,9.10,20,healthy
2025-05-10 19:49:03,5.52,23.49,9.18,66,healthy
2025-05-10 19:49:38,50.04,255.8,99.92,19,unhealthy
2025-05-10 19:49:42,0.00,11,100.00,17,healthy
2025-05-10 19:49:48,5.60,23.98,9.37,19,healthy
2025-05-10 19:49:53,49.47,213.5,83.40,59,healthy
2025-05-10 19:49:59,0.03,23.41,9.14,18,healthy
2025-05-10 19:50:33,16.20,79.59,31.09,73,healthy
2025-05-10 19:50:39,0.83,24.09,9.41,17,healthy
2025-05-10 19:50:45,0.02,23.64,9.23,31,healthy
2025-05-10 19:50:52,49.59,255.9,99.96,1061,healthy
2025-05-10 19:50:58,5.58,23.99,9.37,15,healthy
2025-05-10 19:51:03,49.91,255.6,99.84,36,healthy
2025-05-10 19:51:09,0.00,23.32,9.11,16,healthy
2025-05-10 19:51:15,0.06,23.74,9.27,22,healthy
2025-05-10 19:51:20,54.03,255.8,99.92,66,unhealthy
2025-05-10 19:51:26,0.03,23.41,9.14,12,healthy
2025-05-10 20:07:04,23.68,105.5,41.21,931896,healthy
2025-05-10 20:07:10,0.03,23.41,9.14,13,healthy
2025-05-10 20:07:16,0.01,23.49,9.18,229,healthy
2025-05-10 20:07:21,0.02,23.39,9.14,17,healthy
2025-05-10 20:07:27,0.04,23.49,9.18,18,healthy
2025-05-10 20:07:33,50.28,255.7,99.88,12,unhealthy
2025-05-10 20:07:38,1.85,23.49,9.18,17,healthy
2025-05-10 20:07:45,50.16,254.9,99.57,53,healthy
2025-05-10 20:07:50,0.02,23.41,9.14,19,healthy
2025-05-10 20:07:57,51.03,255.6,99.84,101,healthy
2025-05-10 20:08:03,0.03,23.4,9.14,18,healthy
2025-05-10 20:25:04,6.39,23.98,9.37,103,healthy
2025-05-10 20:25:09,0.03,23.4,9.14,20,healthy
2025-05-10 20:25:15,0.02,23.5,9.18,18,healthy
2025-05-10 20:25:21,0.00,23.3,9.10,10,healthy
2025-05-10 20:25:26,0.02,23.73,9.27,19,healthy
2025-05-10 20:25:34,0.00,9.836,3.84,1234,healthy
2025-05-10 20:25:40,0.03,23.75,9.28,17,healthy
2025-05-10 20:25:45,0.09,23.78,9.29,15,healthy
2025-05-10 20:25:51,0.03,23.31,9.11,17,healthy
2025-05-10 20:25:58,0.02,23.49,9.18,18,healthy
2025-05-10 20:42:24,49.78,12.13,4.74,9,healthy
2025-05-10 20:42:30,5.64,23.49,9.18,17,healthy
2025-05-10 20:42:36,49.97,255.9,99.96,227,healthy
2025-05-10 20:42:41,0.03,23.41,9.14,15,healthy
2025-05-10 20:42:47,8.16,73.81,28.83,55,healthy
2025-05-10 20:42:53,3.64,34.34,13.41,10,healthy
2025-05-10 20:42:59,0.02,33.74,13.18,16,healthy
2025-05-10 20:43:05,13.44,54.54,21.30,47,healthy
2025-05-10 20:43:10,0.02,23.31,9.11,23,healthy
2025-05-10 20:43:16,0.03,23.49,9.18,16,healthy
2025-05-10 20:43:21,0.00,11,100.00,19,healthy
2025-05-10 20:43:27,0.02,23.4,9.14,20,healthy
2025-05-10 20:43:33,0.03,25.43,9.93,136,healthy
2025-05-10 20:43:39,4.25,25.42,9.93,19,healthy
2025-05-10 20:43:44,0.02,38.64,15.09,16,healthy
2025-05-10 20:43:50,0.02,39.53,15.44,16,healthy
2025-05-10 20:44:20,1.62,38.67,15.11,16,healthy
2025-05-10 20:44:26,0.02,38.56,15.06,17,healthy
2025-05-10 20:44:32,7.30,44.19,17.26,94,healthy
2025-05-10 20:44:38,0.03,23.4,9.14,13,healthy
2025-05-10 20:55:37,0.03,25.42,9.93,8,healthy
2025-05-10 20:55:43,0.06,23.4,9.14,19,healthy
2025-05-10 20:55:48,0.04,25.54,9.98,11,healthy
2025-05-10 20:55:54,0.00,23.32,9.11,12,healthy
2025-05-10 20:56:00,0.02,33.79,13.20,11,healthy
2025-05-10 20:56:06,3.16,34.73,13.57,88,healthy
2025-05-10 20:56:12,0.87,33.49,13.08,17,healthy
2025-05-10 20:56:18,0.03,38.55,15.06,24,healthy
2025-05-10 20:56:24,29.08,160.2,62.58,237,healthy
2025-05-10 20:56:30,0.02,23.39,9.14,15,healthy
2025-05-10 20:56:36,0.03,23.48,9.17,198,healthy
2025-05-10 21:12:18,0.02,23.41,9.14,17,healthy
2025-05-10 21:12:24,0.02,23.49,9.18,17,healthy
2025-05-10 21:12:30,44.02,256,100.00,131,healthy
2025-05-10 21:12:36,0.02,23.4,9.14,27,healthy
2025-05-10 21:12:42,5.76,33.95,13.26,104,healthy
2025-05-10 21:29:03,0.03,23.39,9.14,18,healthy
2025-05-10 21:29:09,0.03,23.48,9.17,18,healthy
2025-05-10 21:29:15,1.88,23.3,9.10,18,healthy
2025-05-10 21:29:20,0.01,23.48,9.17,18,healthy
2025-05-10 21:29:26,50.29,255.8,99.92,4,unhealthy
2025-05-10 21:29:32,51.50,255.8,99.92,86,healthy
2025-05-10 21:29:37,0.02,23.39,9.14,8,healthy
2025-05-10 21:29:43,11.91,24.16,9.44,6,healthy
2025-05-10 21:29:49,1.75,38.72,15.12,15,healthy
2025-05-10 21:29:55,0.02,38.53,15.05,17,healthy
2025-05-10 21:30:01,48.85,217.4,84.92,279,healthy
2025-05-10 21:30:06,0.02,23.4,9.14,82,healthy
2025-05-10 21:30:12,25.93,140,54.69,60,healthy
2025-05-10 21:30:18,0.00,12.01,4.69,23,healthy
2025-05-10 21:30:23,5.21,23.5,9.18,17,healthy
2025-05-10 21:30:29,34.70,240.1,93.79,28,healthy
2025-05-10 21:46:17,0.03,23.39,9.14,16,healthy
2025-05-10 21:46:23,13.10,84.41,32.97,26,healthy
2025-05-10 21:46:29,0.03,23.4,9.14,18,healthy
2025-05-10 21:46:35,5.98,34.3,13.40,33,healthy
2025-05-10 21:46:41,0.00,23.46,9.16,9,healthy
2025-05-10 21:49:59,0.01,23.89,9.33,19,healthy
2025-05-10 21:50:04,0.03,23.66,9.24,16,healthy
2025-05-10 21:50:10,1.16,23.3,9.10,19,healthy
2025-05-10 21:50:16,0.02,23.48,9.17,14,healthy
2025-05-10 21:50:21,0.00,23.52,9.19,18,healthy
2025-05-10 21:50:27,0.03,23.48,9.17,16,healthy
2025-05-10 21:50:33,51.49,255.5,99.80,57,healthy
2025-05-10 21:50:39,0.02,23.41,9.14,23,healthy
2025-05-10 21:50:45,5.46,35.91,14.03,16,healthy
2025-05-10 21:50:50,0.05,23.41,9.14,17,healthy
2025-05-10 22:06:36,0.03,23.49,9.18,17,healthy
2025-05-10 22:06:42,49.48,255.1,99.65,183,healthy
2025-05-10 22:06:48,5.41,23.47,9.17,17,healthy
2025-05-10 22:06:54,33.82,160.2,62.58,177,healthy
2025-05-10 22:06:58,0.00,11,100.00,15,healthy
2025-05-10 22:07:04,6.27,23.49,9.18,15,healthy
